Identifier,Price,Price_cat,Month_sold,Year_sold,Sale_type,Type,Area,Size,Street_front,Plot_shape,Incline,SlopeType,Condition,Year_Built,Year_Renov,Water,Tarred_road,Culdesac,Corner,Roof_Type,Bathrooms,Bedrooms,KitchenCondition,Braais_Fireplaces,Garages,Driveway,Pool,BusyStreet,NearRail,NearGreen
405212605,1650000,Average,7,2019,Normal,Double storey,Residential,1431,27,Regular,Flat,Gentle,5,1961,1961,1,Yes,0,0,Traditional,2,4,0,1,1,Paved,Yes,0,0,0
405212695,1480000,Average,3,2019,Normal,Double storey,Residential,1423,27,Regular,Flat,Gentle,6,1960,1960,1,Yes,0,0,Traditional,1.5,3,0,1,2,Paved,Yes,0,0,0
405237435,1650000,Average,10,2019,Normal,Double storey,Residential,1448,,Regular,Flat,Gentle,5,1956,1956,1,Yes,0,0,Traditional,2,4,0,1,1,Paved,Yes,0,0,0
405240395,639000,Low,6,2019,Normal,Single storey,Residential,836,,Regular,Flat,Gentle,2,1947,1950,1,Yes,0,1,Traditional,1,2,-1,0,0,,Yes,0,0,0
405241385,1615000,Average,11,2019,Normal,Single storey,Residential,1045,,Regular,Flat,Gentle,5,1957,1989,1,Yes,0,0,Traditional,2,5,0,2,1,Paved,Yes,0,0,0
405337365,1430000,Average,6,2019,Other,Single storey,Residential,2331,20,Irregular,Down,Severe,7,1968,2003,1,Yes,0,0,Flat,3,1,1,2,1,Paved,Yes,0,0,0
405389355,1350000,Average,4,2019,Normal,Single storey,Residential,1592,,Regular,Flat,Gentle,5,1956,1956,1,Yes,0,0,Traditional,1,3,0,0,1,Paved,No,0,0,0
405389475,825000,Low,3,2019,Normal,Single storey,Residential,1147,,Irregular,Flat,Gentle,5,1940,1950,1,Yes,0,0,Traditional,1,1,0,0,2,Paved,Yes,0,0,0
405413445,1900000,Average,11,2019,Normal,Single storey,Residential,995,,Irregular,Flat,Gentle,5,1955,1993,1,Yes,0,0,Traditional,2,2,0,3,1,Paved,Yes,0,0,0
405414405,1396000,Average,6,2019,Normal,Single storey,Residential,1271,,Irregular,Flat,Gentle,4,1955,1955,1,Yes,1,0,Traditional,2,4,0,1,2,Paved,No,0,0,0
405414415,1220000,Low,10,2019,Normal,Single storey,Residential,1453,,Irregular,Flat,Gentle,5,1954,1954,1,Yes,1,0,Traditional,1,2,0,0,2,Paved,Yes,0,0,0
405462365,1275000,Low,11,2019,Normal,Single storey,Residential,916,22,Regular,Flat,Gentle,6,1956,1956,1,Yes,0,1,Traditional,1,3,0,1,2,Paved,No,0,0,0
405463645,1215000,Low,2,2019,Normal,Single storey,Residential,889,21,Regular,Flat,Gentle,5,1956,1956,1,Yes,0,0,Traditional,2,2,0,0,1,Paved,No,0,0,0
405463685,600000,Low,6,2019,Other,Single storey,Residential,889,21,Regular,Flat,Gentle,4,1958,1958,1,Yes,0,0,Traditional,1,3,0,0,1,Paved,No,0,0,0
405464385,1544000,Average,7,2019,Normal,Double storey,Residential,869,15,Regular,Down,Gentle,7,1946,1950,1,Yes,0,0,Traditional,1.5,3,0,1,1,Paved,Yes,0,0,0
405464395,1130000,Low,8,2019,Normal,Single storey,Residential,868,15,Regular,Flat,Gentle,5,1941,1950,1,Yes,0,0,Traditional,2,2,0,0,1,,Yes,0,0,0
405487505,1250000,Low,9,2019,Normal,Single storey,Residential,691,19,Regular,Flat,Gentle,6,1954,1954,1,Yes,0,0,Traditional,2,3,0,1,1,,Yes,0,0,0
405487845,840000,Low,1,2019,Normal,Single storey,Residential,1068,,Irregular,Flat,Gentle,4,1957,1957,1,Yes,1,0,Traditional,1,3,0,0,1,,Yes,0,0,0
405488575,1395000,Average,2,2019,Normal,Estate,Residential,393,13,Regular,Flat,Gentle,5,1984,1984,1,Yes,0,0,Traditional,3,2,0,0,1,Paved,Yes,0,0,0
405490375,1310000,Average,1,2019,Normal,Single storey,Residential,1060,18,Regular,Flat,Gentle,5,1949,2008,1,Yes,0,0,Traditional,1.5,3,0,1,1,Paved,Yes,0,0,0
405492375,1050000,Low,10,2019,Normal,Single storey,Residential,842,18,Regular,Flat,Gentle,6,1939,1950,1,Yes,0,0,Traditional,1,2,0,0,1,,No,0,0,0
405492555,1080000,Low,10,2019,Normal,Double storey,Residential,844,18,Regular,Flat,Gentle,5,1940,1950,1,Yes,0,0,Traditional,2,4,0,1,1,,Yes,1,0,0
406213366,1620000,Average,7,2019,Normal,Double storey,Residential,1001,23,Irregular,Flat,Gentle,7,1990,1991,1,Yes,0,0,Traditional,2.5,1,0,0,2,Paved,Yes,1,0,0
406213395,1565000,Average,9,2019,Normal,Double storey,Residential,1789,20,Irregular,Flat,Gentle,6,1983,1983,1,Yes,0,0,Traditional,1.5,2,0,1,2,Paved,No,0,0,0
406213475,3166000,High,9,2019,Normal,Single storey,Residential,1145,24,Irregular,Down,Moderate,8,1983,2009,1,Yes,0,0,Traditional,2.5,1,0,1,2,Paved,Yes,0,0,0
406215465,2719000,High,6,2019,Normal,Single storey,Residential,1364,27,Irregular,Flat,Gentle,7,1990,1991,1,Yes,1,0,Traditional,2,3,0,1,3,Paved,Yes,0,0,0
406235405,2130000,High,7,2019,Normal,Double storey,Residential,866,23,Regular,Flat,Gentle,6,1993,1993,1,Yes,0,0,Traditional,3.5,3,0,1,2,Paved,Yes,0,0,0
406235425,2399000,High,8,2019,Normal,Double storey,Residential,981,26,Regular,Flat,Gentle,6,1993,1994,1,Yes,0,1,Traditional,3.5,3,0,1,2,Paved,Yes,0,0,0
406235555,2395000,High,6,2019,Normal,Double storey,Residential,913,24,Irregular,Flat,Gentle,7,1995,1995,1,Yes,0,0,Traditional,2.5,3,0,1,2,Paved,Yes,0,0,0
406238405,1310000,Average,6,2019,Normal,Double storey,Residential,2453,37,Regular,Down,Gentle,6,1880,2007,1,Yes,0,0,Traditional,1,4,0,1,2,,No,1,0,0
406238415,1189640,Low,6,2019,Other,Duplex,Residential,652,20,Regular,Down,Gentle,5,1979,1979,1,Yes,0,0,Traditional,2,4,0,0,2,Paved,No,0,0,0
406238425,1533370,Average,6,2019,Other,Duplex,Residential,652,20,Regular,Down,Gentle,5,1979,1979,1,Yes,0,0,Traditional,3,2,0,2,2,Paved,Yes,1,0,0
406238435,1479830,Average,6,2019,Other,Duplex,Residential,652,20,Regular,Flat,Gentle,5,1979,1979,1,Yes,0,0,Traditional,2,6,0,0,2,Paved,Yes,1,0,0
406238445,1188580,Low,6,2019,Other,Duplex,Residential,652,20,Regular,Down,Gentle,5,1979,1979,1,Yes,0,0,Traditional,2,4,0,0,2,Paved,No,0,0,0
406238455,1188580,Low,6,2019,Other,Duplex,Residential,652,20,Regular,Down,Gentle,5,1979,1979,1,Yes,0,0,Traditional,2,4,0,0,2,Paved,No,0,0,0
406238465,1429530,Average,6,2019,Other,Duplex,Residential,652,20,Regular,Flat,Gentle,5,1979,1979,1,Yes,0,0,Traditional,2,6,0,0,2,Paved,Yes,1,0,0
406238475,1483250,Average,6,2019,Other,Duplex,Residential,654,20,Regular,Flat,Gentle,5,1979,1979,1,Yes,0,0,Traditional,3,2,0,2,2,Paved,Yes,1,0,0
406238485,1137220,Low,6,2019,Other,Duplex,Residential,651,20,Regular,Down,Gentle,5,1979,1979,1,Yes,0,0,Traditional,2,4,0,0,2,Paved,No,0,0,0
406242355,2695000,High,10,2019,Normal,Duplex,Residential,1101,,Regular,Flat,Gentle,6,2000,2000,1,Yes,0,0,Traditional,7,6,0,2,4,Paved,Yes,0,0,0
406242365,2695000,High,10,2019,Normal,Duplex,Residential,738,,Regular,Flat,Gentle,6,2000,2000,1,Yes,0,0,Traditional,7,6,0,2,4,Paved,Yes,1,0,0
406242375,2695000,High,10,2019,Normal,Duplex,Residential,741,,Regular,Flat,Gentle,6,2000,2000,1,Yes,0,0,Traditional,7,6,0,2,4,Paved,Yes,1,0,0
406352445,3232620,High,7,2019,Other,Single storey,Residential,1016,26,Regular,Flat,Gentle,7,2009,2009,1,Yes,0,0,Traditional,2.5,1,1,1,3,Paved,Yes,0,0,0
406352455,2970000,High,9,2019,Normal,Single storey,Residential,988,24,Regular,Flat,Gentle,7,2007,2008,1,Yes,0,0,Traditional,3,3,0,1,3,Paved,Yes,0,0,0
406352465,2954930,High,1,2019,Normal,Single storey,Residential,950,19,Irregular,Flat,Gentle,7,2008,2008,1,Yes,0,0,Traditional,3,3,1,1,3,Paved,Yes,0,0,0
406352475,3320000,High,11,2019,Normal,Single storey,Residential,1005,20,Irregular,Flat,Gentle,7,2008,2008,1,Yes,0,0,Traditional,3,3,1,1,3,Paved,Yes,0,0,0
406390455,2399000,High,6,2019,Normal,Single storey,Residential,853,22,Regular,Flat,Gentle,7,2008,2008,1,Yes,0,0,Traditional,2,3,0,1,3,Paved,Yes,0,0,0
406392395,2120000,High,4,2019,Normal,Double storey,Residential,1000,21,Irregular,Flat,Gentle,7,2007,2007,1,Yes,0,0,Traditional,2.5,3,0,0,2,Paved,Yes,0,0,0
406392405,2725000,High,4,2019,Normal,Single storey,Residential,1061,23,Irregular,Flat,Gentle,7,2007,2008,1,Yes,0,0,Traditional,3,3,0,2,2,Paved,Yes,0,0,0
406392445,2390000,High,5,2019,Normal,Single storey,Residential,1108,37,Irregular,Flat,Gentle,7,2007,2007,1,Yes,0,1,Traditional,2,2,1,0,2,Paved,Yes,0,0,0
406392475,2200000,High,3,2019,Other,Single storey,Residential,819,21,Regular,Flat,Gentle,6,2006,2006,1,Yes,0,0,Traditional,3.5,3,0,1,2,Paved,Yes,0,0,0
406392555,2000000,Average,5,2019,Normal,Single storey,Residential,628,20,Regular,Flat,Gentle,6,2007,2007,1,Yes,0,0,Traditional,3,2,0,1,2,Paved,Yes,0,0,0
406392565,2218000,High,3,2019,Normal,Single storey,Residential,959,29,Irregular,Flat,Gentle,7,2008,2008,1,Yes,0,1,Traditional,3,2,0,0,3,Paved,Yes,0,0,0
406404415,1945000,Average,2,2019,Normal,Single storey,Residential,679,20,Regular,Flat,Gentle,6,2007,2007,1,Yes,0,0,Traditional,3,2,0,0,2,Paved,Yes,0,0,0
406404455,2370000,High,3,2019,Normal,Single storey,Residential,1082,24,Regular,Flat,Gentle,7,2005,2006,1,Yes,0,0,Traditional,2,3,0,1,3,Paved,Yes,0,0,0
406404475,1730000,Average,7,2019,Normal,Double storey,Residential,1082,24,Irregular,Flat,Gentle,6,2005,2006,1,Yes,0,0,Traditional,2.5,3,0,1,2,Paved,Yes,0,0,0
406414405,2750000,High,8,2019,Normal,Double storey,Residential,1189,,Regular,Down,Moderate,6,1989,1989,1,Yes,0,0,Traditional,3.5,2,0,1,2,Paved,Yes,0,0,0
406438555,2335000,High,6,2019,Normal,Double storey,Residential,1551,,Irregular,Up,Moderate,6,1992,1993,1,Yes,1,0,Traditional,3.5,3,0,1,2,Paved,Yes,0,0,0
406487415,1850000,Average,6,2019,Other,Double storey,Residential,2666,,Irregular,Down,Severe,5,1967,1967,1,Yes,1,0,Flat,3,3,0,0,2,Paved,Yes,0,0,0
407138355,1520000,Average,11,2019,Normal,Single storey,Residential,1158,25,Irregular,Down,Moderate,5,1996,1996,1,Yes,0,1,Traditional,2,3,0,0,2,Paved,Yes,0,0,0
407138395,1430000,Average,10,2019,Normal,Single storey,Residential,906,20,Regular,Down,Moderate,6,1994,1994,1,Yes,0,0,Traditional,2,3,0,0,1,Paved,Yes,0,0,0
407142445,2315000,High,8,2019,Normal,Double storey,Residential,1433,20,Irregular,Flat,Gentle,6,1997,1997,1,Yes,0,0,Traditional,3.5,3,0,0,2,Paved,Yes,0,0,0
407143435,2120000,High,4,2019,Normal,Double storey,Residential,991,13,Irregular,Flat,Gentle,7,1996,1996,1,Yes,1,0,Traditional,3.5,3,0,1,2,Paved,Yes,0,0,1
407143535,2070000,Average,12,2019,Normal,Single storey,Residential,1371,20,Irregular,Down,Gentle,6,1998,1998,1,Yes,0,0,Traditional,3,3,0,0,2,Paved,Yes,0,0,1
407147385,1450000,Average,6,2019,Normal,Single storey,Residential,1009,34,Regular,Flat,Gentle,5,1994,1995,1,Yes,0,1,Traditional,1.5,3,0,0,2,Paved,Yes,0,0,0
407147515,1380000,Average,5,2019,Normal,Single storey,Residential,750,18,Regular,Flat,Gentle,5,1994,1995,1,Yes,0,0,Traditional,2,3,0,0,2,Paved,Yes,0,0,0
407187445,1979000,Average,3,2019,Normal,Double storey,Residential,966,24,Regular,Flat,Gentle,6,1998,1998,1,Yes,0,1,Traditional,2.5,3,0,0,2,Paved,Yes,0,0,0
407192475,2040000,Average,6,2019,Normal,Single storey,Residential,960,24,Irregular,Flat,Gentle,6,1999,1999,1,Yes,0,0,Traditional,3,3,0,0,2,Paved,Yes,0,0,0
407193445,1920000,Average,9,2019,Normal,Single storey,Residential,838,21,Irregular,Flat,Gentle,6,1999,1999,1,Yes,0,0,Traditional,3,3,0,0,2,Paved,Yes,0,0,0
407197395,2000000,Average,4,2019,Normal,Double storey,Residential,813,21,Regular,Flat,Gentle,6,1998,1998,1,Yes,0,0,Traditional,3.5,3,0,1,2,Paved,Yes,0,0,0
407204375,1950000,Average,7,2019,Normal,Double storey,Residential,830,21,Irregular,Flat,Gentle,6,2002,2002,1,Yes,0,0,Traditional,2.5,3,0,0,2,Paved,Yes,0,0,0
407204435,2270000,High,3,2019,Normal,Single storey,Residential,911,20,Irregular,Flat,Gentle,6,2002,2002,1,Yes,0,0,Traditional,3,3,0,0,2,Paved,Yes,0,0,0
407206355,2300000,High,6,2019,Normal,Double storey,Residential,1154,24,Regular,Flat,Gentle,6,2001,2001,1,Yes,0,0,Traditional,3.5,3,0,0,2,Paved,Yes,0,0,0
407206455,1871000,Average,6,2019,Normal,Single storey,Residential,1513,20,Irregular,Flat,Gentle,6,2001,2002,1,Yes,0,0,Traditional,2,3,0,0,2,Paved,Yes,0,0,0
407206505,2030000,Average,4,2019,Normal,Single storey,Residential,998,20,Irregular,Flat,Gentle,6,2002,2002,1,Yes,0,0,Traditional,3,3,0,0,2,Paved,Yes,0,0,0
407208405,2010000,Average,7,2019,Other,Single storey,Residential,1037,23,Regular,Flat,Gentle,6,2001,2001,1,Yes,0,0,Traditional,2,3,0,1,2,Paved,Yes,0,0,0
407212575,1240000,Low,8,2019,Normal,Single storey,Residential,783,18,Regular,Up,Moderate,5,1978,1978,1,Yes,0,0,Traditional,2,3,0,0,0,Paved,No,0,0,0
407213565,1400000,Average,7,2019,Normal,Single storey,Residential,1511,,Irregular,Flat,Gentle,5,1978,1978,1,Yes,1,0,Traditional,1,3,0,0,1,Paved,Yes,0,0,0
407213625,1349000,Average,10,2019,Normal,Single storey,Residential,646,23,Irregular,Flat,Gentle,6,1979,1979,1,Yes,0,0,Traditional,2,2,0,0,2,Paved,No,0,0,0
407214395,1505000,Average,9,2019,Normal,Single storey,Residential,818,19,Irregular,Flat,Gentle,6,1977,2008,1,Yes,0,0,Traditional,2,3,0,0,2,Paved,Yes,0,0,0
407214425,1365000,Average,7,2019,Normal,Single storey,Residential,650,,Irregular,Flat,Gentle,7,1978,2005,1,Yes,1,0,Traditional,2,3,0,0,1,Paved,No,0,0,0
407214475,1435000,Average,10,2019,Normal,Single storey,Residential,863,,Irregular,Flat,Moderate,6,1977,1989,1,Yes,1,0,Traditional,1.5,3,0,0,1,Paved,Yes,0,0,0
407239375,1335000,Average,8,2019,Normal,Single storey,Residential,1442,11,Irregular,Flat,Gentle,6,1972,1972,1,Yes,1,0,Traditional,2,3,0,1,1,Paved,No,0,0,0
407239425,1230000,Low,9,2019,Normal,Single storey,Residential,669,18,Regular,Down,Gentle,5,1972,1972,1,Yes,0,0,Traditional,1,2,0,0,2,Paved,Yes,0,0,0
407239455,1339000,Average,4,2019,Normal,Double storey,Residential,669,18,Regular,Flat,Gentle,7,1972,2003,1,Yes,0,0,Traditional,1.5,2,0,0,1,Paved,Yes,0,0,0
407239635,1330000,Average,3,2019,Normal,Double storey,Residential,785,21,Regular,Flat,Gentle,6,1972,2007,1,Yes,0,1,Traditional,2,2,0,0,2,Paved,Yes,0,0,0
407262415,2500000,High,9,2019,Normal,Single storey,Residential,1084,27,Regular,Flat,Gentle,6,2002,2002,1,Yes,0,1,Traditional,3,3,0,0,3,Paved,Yes,0,0,0
407264405,2547500,High,6,2019,Normal,Double storey,Residential,1146,,Irregular,Flat,Gentle,7,2003,2003,1,Yes,0,0,Traditional,2.5,4,0,1,2,Paved,Yes,0,0,0
407264555,2365000,High,6,2019,Normal,Single storey,Residential,1100,,Regular,Flat,Gentle,7,2001,2001,1,Yes,0,0,Traditional,2,3,1,1,2,Paved,Yes,0,0,0
407264565,2615000,High,11,2019,Normal,Double storey,Residential,1104,,Regular,Flat,Gentle,7,2001,2001,1,Yes,0,0,Traditional,3.5,3,1,1,2,Paved,Yes,0,0,0
407265475,3130000,High,5,2019,Normal,Double storey,Residential,1027,,Regular,Flat,Gentle,7,2000,2000,1,Yes,0,0,Traditional,3.5,3,1,2,3,Paved,Yes,0,0,1
407272375,1985000,Average,11,2019,Normal,Double storey,Residential,813,21,Regular,Flat,Gentle,6,2002,2002,1,Yes,0,0,Traditional,2.5,3,0,0,2,Paved,Yes,0,0,0
407277355,2110000,High,5,2019,Normal,Double storey,Residential,1045,,Regular,Flat,Gentle,6,2001,2001,1,Yes,0,1,Traditional,2.5,3,0,0,2,Paved,Yes,0,0,0
407287355,2200000,High,6,2019,Normal,Single storey,Residential,1463,27,Regular,Flat,Gentle,7,1999,2000,1,Yes,0,0,Traditional,3,2,0,1,2,Paved,Yes,1,0,0
407287435,2030000,Average,6,2019,Normal,Single storey,Residential,1104,22,Regular,Flat,Gentle,6,1996,1996,1,Yes,0,0,Traditional,3,3,0,1,2,Paved,Yes,0,0,0
407287485,2795000,High,6,2019,Normal,Single storey,Residential,1187,,Regular,Flat,Gentle,7,2002,2003,1,Yes,0,0,Traditional,3,3,0,1,2,Paved,Yes,0,0,0
407292515,2100000,High,8,2019,Normal,Single storey,Residential,813,21,Regular,Flat,Gentle,6,1997,1998,1,Yes,0,0,Traditional,3,3,0,1,2,Paved,Yes,0,0,0
407297365,2195000,High,2,2019,Normal,Double storey,Residential,871,,Regular,Flat,Gentle,6,1997,1998,1,Yes,0,0,Traditional,3.5,3,0,0,2,Paved,Yes,0,0,0
407297395,1910000,Average,7,2019,Normal,Double storey,Residential,813,21,Regular,Flat,Gentle,6,1996,1996,1,Yes,0,0,Traditional,2.5,2,0,1,2,Paved,Yes,0,0,0
407302415,1780000,Average,6,2019,Normal,Single storey,Residential,845,21,Regular,Flat,Gentle,6,2001,2001,1,Yes,0,0,Traditional,2,3,0,0,2,Paved,Yes,0,0,0
407302435,2130000,High,10,2019,Normal,Single storey,Residential,906,23,Regular,Flat,Gentle,6,2000,2001,1,Yes,0,0,Traditional,2,3,0,1,2,Paved,Yes,0,0,0
407302525,1440000,Average,6,2019,Normal,Estate,Residential,412,,Regular,Flat,Gentle,6,2003,2004,1,Yes,0,0,Traditional,2,1,0,0,2,Paved,Yes,0,0,0
407302555,1400000,Average,5,2019,Normal,Estate,Residential,412,,Regular,Flat,Gentle,6,2003,2003,1,Yes,0,0,Traditional,2,1,0,0,2,Paved,Yes,0,0,0
407422475,2932000,High,1,2019,Normal,Single storey,Residential,948,26,Regular,Flat,Gentle,7,2007,2007,1,Yes,0,0,Traditional,3,3,0,1,3,Paved,Yes,0,0,0
407424365,1900000,Average,4,2019,Normal,Double storey,Residential,865,20,Irregular,Flat,Gentle,6,2004,2004,1,Yes,0,0,Traditional,2.5,3,0,0,2,Paved,Yes,0,0,0
407426365,1900000,Average,8,2019,Normal,Single storey,Residential,788,19,Regular,Flat,Gentle,6,2004,2004,1,Yes,0,0,Traditional,2,3,0,0,2,Paved,Yes,0,0,0
407426425,1735000,Average,2,2019,Normal,Double storey,Residential,802,20,Regular,Flat,Gentle,6,2005,2005,1,Yes,0,0,Traditional,3.5,3,0,0,2,Paved,Yes,0,0,0
407432385,1700000,Average,7,2019,Normal,Double storey,Residential,1028,26,Regular,Flat,Gentle,6,2007,2007,1,Yes,0,1,Traditional,2.5,3,0,1,2,Paved,Yes,0,0,0
408114395,1080000,Low,5,2019,Normal,Single storey,Residential,815,20,Regular,Flat,Gentle,5,1949,2003,1,Yes,0,0,Traditional,2,2,0,0,2,,Yes,1,0,0
408114615,1670000,Average,3,2019,Normal,Single storey,Residential,923,23,Regular,Flat,Gentle,6,1964,1999,1,Yes,0,1,Traditional,2,3,0,0,2,Paved,No,0,0,0
408114635,1000000,Low,5,2019,Normal,Single storey,Residential,825,20,Regular,Flat,Moderate,5,1938,1958,1,Yes,0,0,Traditional,2,2,0,1,1,Paved,No,0,0,0
408140405,1985000,Average,7,2019,Normal,Double storey,Residential,678,20,Regular,Flat,Gentle,6,2003,2003,1,Yes,0,1,Traditional,3,4,0,1,2,Paved,Yes,0,0,0
408163395,1595000,Average,7,2019,Normal,Double storey,Residential,739,23,Irregular,Down,Gentle,6,1977,1977,1,Yes,0,1,Traditional,1.5,3,0,0,2,Paved,Yes,0,0,0
408164380,1270000,Low,7,2019,Normal,Single storey,Residential,992,24,Regular,Flat,Gentle,5,1960,1971,1,Yes,0,0,Traditional,2,3,0,0,1,Paved,Yes,0,0,0
408164445,1250000,Low,10,2019,Other,Double storey,Residential,669,22,Regular,Flat,Gentle,6,1976,1976,1,Yes,0,0,Traditional,2,3,0,1,1,Paved,Yes,0,0,0
408166385,3200000,High,2,2019,Normal,Single storey,Residential,1234,26,Irregular,Flat,Gentle,7,2007,2008,1,Yes,0,0,Traditional,3,3,1,1,3,Paved,Yes,0,0,0
408198425,1455000,Average,4,2019,Normal,Estate,Residential,341,11,Regular,Flat,Gentle,6,2005,2006,1,Yes,0,0,Traditional,2,2,0,0,2,Paved,Yes,0,0,0
408213385,1180000,Low,6,2019,Normal,Single storey,Residential,874,15,Regular,Flat,Gentle,7,1947,2008,1,Yes,0,0,Traditional,1.5,2,0,0,0,Paved,Yes,0,0,0
408215435,850000,Low,3,2019,Normal,Single storey,Residential,596,20,Regular,Up,Moderate,5,1959,1959,1,Yes,0,0,Traditional,1,3,0,0,1,Paved,No,0,0,0
408237635,1200000,Low,6,2019,Normal,Single storey,Residential,1093,21,Regular,Flat,Gentle,5,1950,1950,1,Yes,0,0,Traditional,2,3,0,0,1,Paved,Yes,0,0,0
408237715,980000,Low,4,2019,Normal,Single storey,Residential,781,15,Regular,Flat,Gentle,4,1945,1950,1,Yes,0,0,Traditional,2,4,0,0,1,,Yes,0,0,0
408241365,999000,Low,7,2019,Normal,Single storey,Residential,377,17,Regular,Flat,Gentle,7,1922,1950,1,Yes,0,1,Traditional,1,2,0,0,0,Paved,Yes,1,0,0
408262375,820000,Low,7,2019,Normal,Single storey,Residential,948,23,Regular,Flat,Gentle,3,1952,1952,1,Yes,0,1,Flat,1,2,-1,0,2,Paved,No,0,0,0
408287385,1199000,Low,8,2019,Normal,Duplex,Residential,1015,20,Regular,Flat,Gentle,5,1959,1959,1,Yes,0,0,Traditional,2,6,0,0,0,Paved,No,0,0,0
408287455,1035000,Low,5,2019,Normal,Single storey,Residential,1093,21,Regular,Flat,Gentle,5,1956,1956,1,Yes,0,0,Traditional,1,2,0,1,1,Paved,No,0,0,0
408288495,1120000,Low,10,2019,Other,Single storey,Residential,829,,Irregular,Flat,Gentle,4,1956,1956,1,Yes,0,1,Traditional,1,3,0,0,1,Paved,Yes,0,0,0
409113355,1100000,Low,8,2019,Normal,Single storey,Residential,1148,20,Regular,Flat,Gentle,7,1920,2000,1,Yes,0,1,Traditional,1,3,0,0,2,Paved,Yes,0,0,0
409113445,1220000,Low,9,2019,Normal,Single storey,Residential,763,14,Regular,Flat,Gentle,6,1941,1950,1,Yes,0,0,Traditional,1,3,0,2,1,Paved,Yes,0,0,0
409113485,1170000,Low,7,2019,Normal,Single storey,Residential,1022,18,Regular,Flat,Gentle,5,1941,1960,1,Yes,0,0,Traditional,2,3,0,0,2,Paved,Yes,0,0,0
409141435,1600000,Average,7,2019,Other,Single storey,Residential,585,21,Regular,Flat,Gentle,5,1938,1950,1,Yes,0,1,Traditional,1.5,3,0,2,1,Paved,Yes,0,0,0
409141445,1594340,Average,7,2019,Other,Single storey,Residential,418,17,Irregular,Down,Gentle,5,1932,2000,1,Yes,0,0,Traditional,1,3,0,0,1,Paved,Yes,0,0,0
409187425,600000,Low,1,2019,Normal,Single storey,Residential,780,18,Regular,Down,Gentle,4,1920,1950,1,Yes,0,0,Traditional,1,1,-1,0,1,,No,0,0,0
409190505,1395000,Average,7,2019,Normal,Single storey,Residential,920,18,Regular,Flat,Gentle,7,1940,1950,1,Yes,0,0,Traditional,2,3,0,1,1,Paved,Yes,0,0,0
409191365,1970000,Average,8,2019,Normal,Double storey,Residential,1474,31,Regular,Flat,Gentle,5,1920,1970,1,Yes,0,1,Traditional,3.5,5,0,2,2,Paved,Yes,0,0,0
409262425,1050000,Low,3,2019,Normal,Double storey,Residential,530,13,Regular,Down,Gentle,6,1935,1950,1,Yes,0,0,Traditional,1.5,3,0,1,1,Paved,Yes,1,0,0
409262565,1350000,Average,12,2019,Normal,Single storey,Residential,725,20,Regular,Flat,Gentle,4,1928,1950,1,Yes,0,0,Traditional,3,4,0,2,2,Paved,Yes,0,0,0
409263395,1475000,Average,10,2019,Normal,Single storey,Residential,797,20,Regular,Flat,Gentle,7,1916,2000,1,Yes,0,0,Traditional,1,3,0,1,2,Paved,Yes,0,0,0
409263515,1374500,Average,10,2019,Normal,Single storey,Residential,573,16,Regular,Flat,Gentle,6,1925,1990,1,Yes,0,0,Traditional,2.5,3,0,1,1,Paved,Yes,0,0,0
409264365,1550000,Average,4,2019,Normal,Double storey,Residential,669,18,Regular,Flat,Gentle,8,1936,2007,1,Yes,0,0,Traditional,2,3,0,0,2,Paved,Yes,1,0,0
409265355,1770000,Average,3,2019,Normal,Single storey,Residential,702,17,Regular,Down,Gentle,6,1928,1950,1,Yes,0,0,Traditional,1.5,3,0,1,2,Paved,No,0,0,0
409265525,1450000,Average,8,2019,Normal,Single storey,Residential,585,16,Regular,Flat,Gentle,7,1928,1950,1,Yes,0,0,Traditional,2.5,3,0,1,1,Paved,Yes,0,0,0
409266355,1370000,Average,5,2019,Normal,Double storey,Residential,665,16,Regular,Flat,Gentle,8,1918,1990,1,Yes,0,0,Traditional,1,3,0,1,1,Paved,Yes,0,0,0
409269395,2340000,High,6,2019,Normal,Double storey,Residential,1014,16,Regular,Flat,Gentle,8,1926,2004,1,Yes,0,0,Traditional,1.5,3,0,2,1,Paved,Yes,0,0,0
409287425,2050000,Average,2,2019,Normal,Single storey,Residential,1271,18,Regular,Up,Moderate,6,1940,1950,1,Yes,0,0,Traditional,2.5,2,0,2,2,Paved,Yes,0,0,0
409288455,1775000,Average,11,2019,Normal,Double storey,Residential,697,,Irregular,Down,Gentle,7,1942,1950,1,Yes,0,0,Traditional,1,3,0,2,1,,Yes,0,0,0
409288545,1600000,Average,6,2019,Normal,Single storey,Residential,892,40,Irregular,Up,Gentle,6,1940,1950,1,Yes,0,0,Traditional,2.5,2,0,2,1,Paved,Yes,0,0,0
409289435,1550000,Average,6,2019,Normal,Single storey,Residential,1364,24,Irregular,Up,Gentle,5,1960,1960,1,Yes,0,0,Traditional,1,2,0,0,1,Paved,Yes,0,0,0
409289445,1635000,Average,8,2019,Normal,Single storey,Residential,1241,24,Irregular,Up,Gentle,6,1921,2006,1,Yes,0,0,Traditional,2,2,0,0,2,Paved,Yes,0,0,0
409290365,1549000,Average,7,2019,Normal,Single storey,Residential,714,16,Irregular,Flat,Gentle,6,1921,1950,1,Yes,0,0,Traditional,1.5,3,0,1,1,Paved,Yes,0,0,0
